claim_text,source,link
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/99491
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/37150
Fake image claims Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/63843
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/52946
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/59674
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/13247
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/27810
Hoax report says Musalia Mudavadi rejected the election results.,AfricaCheck,https://africacheck.org/33452
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/59157
Hoax report says Musalia Mudavadi rejected the election results.,AfricaCheck,https://africacheck.org/66536
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/52844
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/11881
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/57734
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/80453
Anonymous blog post links William Ruto to a foreign interference scandal.,AfricaCheck,https://africacheck.org/50438
Social media post states Kalonzo Musyoka funds opposition campaigns.,PesaCheck,https://pesacheck.org/76377
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/27151
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/63010
Viral tweet falsely claims Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/64884
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/24208
Fake image claims Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/40002
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/31006
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/29943
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/66122
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/62590
Fake image claims Uhuru Kenyatta supports unconstitutional laws.,PesaCheck,https://pesacheck.org/61136
Misinformation that William Ruto has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/33183
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/58825
Rumor that David Ndii is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/17860
Hoax report says William Ruto rejected the election results.,PesaCheck,https://pesacheck.org/24201
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,AfricaCheck,https://africacheck.org/73071
Hoax report says Ndindi Nyoro rejected the election results.,PesaCheck,https://pesacheck.org/35674
Viral tweet falsely claims Raila Odinga is stepping down from office.,AfricaCheck,https://africacheck.org/68207
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/27682
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/93701
Misinformation that Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/24536
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/79305
Social media post states Musalia Mudavadi funds opposition campaigns.,AfricaCheck,https://africacheck.org/54846
Claim circulating that Martha Karua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/87167
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/70450
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/58299
Hoax report says Musalia Mudavadi rejected the election results.,PesaCheck,https://pesacheck.org/50601
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/75989
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/45173
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/43353
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/95486
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/35796
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/35368
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/80420
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/69080
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/41836
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/32245
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/99795
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/56351
Hoax report says William Ruto rejected the election results.,PesaCheck,https://pesacheck.org/18817
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/15466
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/14351
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/52598
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/44965
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/40083
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/93148
Hoax report says Raila Odinga rejected the election results.,PesaCheck,https://pesacheck.org/61948
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/77395
Claim circulating that Raila Odinga cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/32577
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/97821
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/66032
Hoax report says William Ruto rejected the election results.,PesaCheck,https://pesacheck.org/80134
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/89005
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/82413
Claim: Raila Odinga has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/41578
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/80337
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/80630
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/86850
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/88492
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/73077
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/23717
False statement that Musalia Mudavadi introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/43265
Social media post states Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/21736
Hoax report says Rigathi Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/43113
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/36703
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/31329
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/84450
Viral tweet falsely claims Raila Odinga is stepping down from office.,PesaCheck,https://pesacheck.org/94681
False statement that David Ndii introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/61366
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,PesaCheck,https://pesacheck.org/32597
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/85769
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/29097
Claim: Raila Odinga has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/11953
Social media post states Uhuru Kenyatta funds opposition campaigns.,PesaCheck,https://pesacheck.org/10276
Misinformation that William Ruto has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/70464
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/15938
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/60624
Claim: Raila Odinga has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/48728
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/22181
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/82487
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/94037
Anonymous blog post links Raila Odinga to a foreign interference scandal.,PesaCheck,https://pesacheck.org/73253
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/35557
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/87162
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/10478
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/62989
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/46562
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,AfricaCheck,https://africacheck.org/67348
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/16039
Claim circulating that Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/65323
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/11709
Fake image claims Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/21343
Social media post states Raila Odinga funds opposition campaigns.,AfricaCheck,https://africacheck.org/10207
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/23182
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/91082
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/58140
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/65009
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/82608
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/30880
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/12021
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/83142
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/71928
False statement that David Ndii introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/57721
Fake image claims William Ruto supports unconstitutional laws.,AfricaCheck,https://africacheck.org/33672
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/84625
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/87948
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/21400
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/69579
Anonymous blog post links David Ndii to a foreign interference scandal.,PesaCheck,https://pesacheck.org/59825
Rumor that William Ruto is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/82521
Anonymous blog post links William Ruto to a foreign interference scandal.,AfricaCheck,https://africacheck.org/28245
False statement that Raila Odinga introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/53989
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/70367
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/21824
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/60475
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/22657
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/46743
Anonymous blog post links Raila Odinga to a foreign interference scandal.,AfricaCheck,https://africacheck.org/28057
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/31327
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/53813
Anonymous blog post links David Ndii to a foreign interference scandal.,PesaCheck,https://pesacheck.org/68887
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/44917
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/99262
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/15946
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/10378
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/58125
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/16524
Claim circulating that Raila Odinga cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/54849
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/70208
Social media post states Uhuru Kenyatta funds opposition campaigns.,PesaCheck,https://pesacheck.org/46496
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,PesaCheck,https://pesacheck.org/83399
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/10662
Misinformation that William Ruto has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/78179
Viral tweet falsely claims David Ndii is stepping down from office.,PesaCheck,https://pesacheck.org/44316
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/27858
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/81073
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/18639
Fake image claims William Ruto supports unconstitutional laws.,PesaCheck,https://pesacheck.org/21988
Anonymous blog post links Raila Odinga to a foreign interference scandal.,AfricaCheck,https://africacheck.org/10134
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/24314
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/66020
Claim: Raila Odinga has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/39807
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/36163
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/19290
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/99192
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/43610
Hoax report says Raila Odinga rejected the election results.,AfricaCheck,https://africacheck.org/83632
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/94654
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/64159
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/64018
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/46572
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/21546
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/72145
Rumor that Martha Karua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/37946
Claim: Raila Odinga has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/53553
Viral tweet falsely claims William Ruto is stepping down from office.,AfricaCheck,https://africacheck.org/83594
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/99732
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/48898
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/43558
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/29842
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/63166
Hoax report says Musalia Mudavadi rejected the election results.,AfricaCheck,https://africacheck.org/15101
False statement that Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/87107
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/49265
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/81717
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/39864
Rumor that Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/28074
Claim: David Ndii has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/53777
False statement that William Ruto introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/46267
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/68849
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/20493
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/36999
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/87865
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/52539
Claim: Raila Odinga has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/92436
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/40614
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/70646
Claim circulating that David Ndii cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/88777
Viral tweet falsely claims William Ruto is stepping down from office.,AfricaCheck,https://africacheck.org/48657
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/33219
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/91393
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/45133
Viral tweet falsely claims Raila Odinga is stepping down from office.,PesaCheck,https://pesacheck.org/20838
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,AfricaCheck,https://africacheck.org/51123
Fake image claims Rigathi Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/11386
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/20346
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/38127
Fake image claims Uhuru Kenyatta supports unconstitutional laws.,AfricaCheck,https://africacheck.org/67691
Fake image claims Rigathi Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/67417
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/23093
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/70777
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/56381
Fake image claims Rigathi Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/40225
Claim: Raila Odinga has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/61468
Anonymous blog post links Musalia Mudavadi to a foreign interference scandal.,PesaCheck,https://pesacheck.org/49854
Social media post states William Ruto funds opposition campaigns.,PesaCheck,https://pesacheck.org/10393
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/14119
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/76385
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/19438
Rumor that David Ndii is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/39016
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/81492
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,PesaCheck,https://pesacheck.org/58994
Fake image claims Rigathi Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/15990
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/14359
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/84631
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/62138
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/19658
Claim circulating that David Ndii cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/72586
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/72781
Rumor that David Ndii is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/38548
Anonymous blog post links Martha Karua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/50207
Fake image claims Rigathi Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/12688
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/70093
Viral tweet falsely claims Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/53003
Social media post states William Ruto funds opposition campaigns.,PesaCheck,https://pesacheck.org/92953
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/74648
Claim circulating that Martha Karua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/43436
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/47469
False statement that Raila Odinga introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/34087
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/96703
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/39009
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/19141
Claim: William Ruto has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/94299
Claim: Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/42018
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/76903
Social media post states Musalia Mudavadi funds opposition campaigns.,PesaCheck,https://pesacheck.org/29853
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/61456
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/90775
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/69839
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,AfricaCheck,https://africacheck.org/52372
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/32412
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/50853
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/40270
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/11110
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/56363
Viral tweet falsely claims David Ndii is stepping down from office.,PesaCheck,https://pesacheck.org/43532
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/88097
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/25012
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/39576
Claim: David Ndii has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/34778
Viral tweet falsely claims Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/94808
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/56212
Misinformation that David Ndii has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/10560
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/66850
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/37713
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/82120
Misinformation that David Ndii has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/84576
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/22346
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/16598
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/80120
Social media post states Rigathi Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/81760
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/76652
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/76724
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/17001
Hoax report says Raila Odinga rejected the election results.,PesaCheck,https://pesacheck.org/32036
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,PesaCheck,https://pesacheck.org/17074
Hoax report says Uhuru Kenyatta rejected the election results.,PesaCheck,https://pesacheck.org/90614
Hoax report says Musalia Mudavadi rejected the election results.,PesaCheck,https://pesacheck.org/91955
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/17754
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/46535
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/27259
Misinformation that David Ndii has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/65241
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/11337
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/14733
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/29564
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/67528
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/23531
Fake image claims Martha Karua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/15430
Hoax report says Uhuru Kenyatta rejected the election results.,PesaCheck,https://pesacheck.org/64778
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/43222
Social media post states Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/99414
Fake image claims William Ruto supports unconstitutional laws.,PesaCheck,https://pesacheck.org/67667
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/62151
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/27304
Claim: Raila Odinga has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/88409
Claim circulating that Raila Odinga cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/71561
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/30856
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/25641
Rumor that William Ruto is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/80937
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/61364
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/36610
Claim circulating that Raila Odinga cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/11833
